cust_id,order_date,order_num
656897,2018-10-18,656897-9
656897,2018-10-22,656897-16
656897,2018-02-11,656897-23
656897,2018-10-27,656897-27
656897,2018-02-20,656897-11
656897,2018-02-25,656897-22
656897,2018-11-09,656897-15
656897,2018-11-13,656897-33
656897,2018-03-03,656897-4
656897,2018-12-06,656897-8
656897,2018-12-12,656897-36
656897,2018-04-14,656897-50
656897,2018-04-14,656897-42
656897,2018-04-22,656897-24
656897,2018-05-03,656897-41
656897,2018-05-04,656897-38
656897,2018-05-06,656897-14
3085825,2018-05-16,3085825-22
3085825,2018-06-01,3085825-11
3085825,2018-06-03,3085825-28
3085825,2018-06-04,3085825-37
3085825,2018-06-08,3085825-35
3085825,2018-06-11,3085825-43
3085825,2018-06-16,3085825-24
3085825,2018-06-20,3085825-20
3085825,2018-06-23,3085825-26
3085825,2018-07-02,3085825-45
3085825,2018-07-05,3085825-42
3085825,2018-07-08,3085825-8
3085825,2018-07-17,3085825-31
3085825,2018-07-18,3085825-34
3085825,2018-08-06,3085825-14
3085825,2018-08-08,3085825-40
3085825,2018-08-14,3085825-33
3085825,2018-08-15,3085825-23
3085825,2018-08-16,3085825-19
3085825,2018-09-09,3085825-47
3085825,2018-09-14,3085825-1
3085825,2018-01-02,3085825-50
3085825,2018-01-02,3085825-9
3085825,2018-09-18,3085825-27
3085825,2018-01-12,3085825-36
3085825,2018-10-03,3085825-32
3085825,2018-01-25,3085825-21
3085825,2018-01-26,3085825-49
3085825,2018-10-11,3085825-2
3085825,2018-02-04,3085825-46
3085825,2018-02-05,3085825-6
3085825,2018-02-07,3085825-5
3085825,2018-02-11,3085825-44
3085825,2018-02-13,3085825-10
3085825,2018-02-21,3085825-25
3085825,2018-02-23,3085825-39
3085825,2018-03-04,3085825-16
3085825,2018-11-19,3085825-18
3085825,2018-03-14,3085825-41
3085825,2018-03-28,3085825-3
3085825,2018-03-28,3085825-17
3085825,2018-04-01,3085825-12
3085825,2018-04-01,3085825-48
3085825,2018-04-03,3085825-30
3085825,2018-12-20,3085825-38
3085825,2018-04-14,3085825-4
3085825,2018-04-17,3085825-7
3085825,2018-04-21,3085825-29
3085825,2018-04-25,3085825-15
3085825,2018-04-26,3085825-13
4012033,2018-05-15,4012033-15
4012033,2018-06-04,4012033-6
4012033,2018-06-11,4012033-5
4012033,2018-06-18,4012033-46
4012033,2018-06-19,4012033-14
4012033,2018-06-24,4012033-44
4012033,2018-06-26,4012033-21
4012033,2018-07-05,4012033-20
4012033,2018-07-05,4012033-9
4012033,2018-07-09,4012033-19
4012033,2018-07-15,4012033-2
4012033,2018-08-08,4012033-34
4012033,2018-08-14,4012033-27
4012033,2018-08-19,4012033-33
4012033,2018-08-26,4012033-29
4012033,2018-01-02,4012033-49
4012033,2018-01-13,4012033-7
4012033,2018-01-14,4012033-22
4012033,2018-01-15,4012033-45
4012033,2018-09-28,4012033-26
4012033,2018-01-18,4012033-8
4012033,2018-10-01,4012033-31
4012033,2018-10-01,4012033-30
4012033,2018-01-23,4012033-4
4012033,2018-01-25,4012033-50
4012033,2018-10-18,4012033-40
4012033,2018-10-20,4012033-41
4012033,2018-10-23,4012033-47
4012033,2018-10-24,4012033-12
4012033,2018-02-13,4012033-1
4012033,2018-02-21,4012033-10
4012033,2018-02-25,4012033-35
4012033,2018-11-10,4012033-11
4012033,2018-11-11,4012033-43
4012033,2018-11-12,4012033-25
4012033,2018-03-03,4012033-39
4012033,2018-11-15,4012033-24
4012033,2018-03-10,4012033-18
4012033,2018-11-24,4012033-16
4012033,2018-03-16,4012033-32
4012033,2018-03-18,4012033-23
4012033,2018-03-23,4012033-3
4012033,2018-03-27,4012033-17
4012033,2018-12-08,4012033-38
4012033,2018-12-16,4012033-37
4012033,2018-04-05,4012033-13
4012033,2018-04-12,4012033-28
4012033,2018-04-14,4012033-42
4012033,2018-04-23,4012033-36
4012033,2018-04-27,4012033-48
2833921,2018-05-14,2833921-24
2833921,2018-05-20,2833921-33
2833921,2018-05-22,2833921-49
2833921,2018-05-25,2833921-39
2833921,2018-05-26,2833921-44
2833921,2018-05-26,2833921-4
2833921,2018-05-28,2833921-42
2833921,2018-06-14,2833921-50
2833921,2018-06-20,2833921-36
2833921,2018-06-27,2833921-46
2833921,2018-07-07,2833921-43
2833921,2018-07-11,2833921-9
2833921,2018-07-26,2833921-40
2833921,2018-08-01,2833921-7
2833921,2018-08-17,2833921-30
2833921,2018-08-24,2833921-48
2833921,2018-09-13,2833921-31
2833921,2018-09-23,2833921-5
2833921,2018-09-23,2833921-1
2833921,2018-01-14,2833921-14
2833921,2018-09-28,2833921-15
2833921,2018-01-16,2833921-28
2833921,2018-01-18,2833921-8
2833921,2018-10-01,2833921-26
2833921,2018-10-08,2833921-20
2833921,2018-01-26,2833921-13
2833921,2018-10-13,2833921-12
2833921,2018-02-01,2833921-32
2833921,2018-02-03,2833921-29
2833921,2018-02-03,2833921-3
2833921,2018-02-18,2833921-11
2833921,2018-11-10,2833921-41
2833921,2018-11-13,2833921-22
2833921,2018-03-03,2833921-27
2833921,2018-11-15,2833921-2
2833921,2018-03-11,2833921-18
2833921,2018-11-22,2833921-47
2833921,2018-11-24,2833921-6
2833921,2018-11-28,2833921-21
2833921,2018-12-02,2833921-16
2833921,2018-12-08,2833921-34
2833921,2018-12-13,2833921-45
2833921,2018-12-14,2833921-25
2833921,2018-12-14,2833921-10
2833921,2018-04-04,2833921-35
2833921,2018-12-17,2833921-17
2833921,2018-04-14,2833921-37
2833921,2018-04-27,2833921-23
2833921,2018-05-02,2833921-19
2833921,2018-05-05,2833921-38
3115521,2018-05-16,3115521-18
3115521,2018-06-12,3115521-46
3115521,2018-06-19,3115521-17
3115521,2018-06-27,3115521-42
3115521,2018-07-03,3115521-33
3115521,2018-07-04,3115521-6
3115521,2018-07-04,3115521-36
3115521,2018-07-05,3115521-8
3115521,2018-07-08,3115521-38
3115521,2018-07-16,3115521-13
3115521,2018-07-19,3115521-25
3115521,2018-07-20,3115521-41
3115521,2018-07-28,3115521-10
3115521,2018-08-07,3115521-27
3115521,2018-08-17,3115521-20
3115521,2018-08-17,3115521-11
3115521,2018-09-08,3115521-15
3115521,2018-09-10,3115521-23
3115521,2018-09-12,3115521-22
3115521,2018-01-05,3115521-49
3115521,2018-01-16,3115521-35
3115521,2018-10-01,3115521-3
3115521,2018-10-02,3115521-1
3115521,2018-10-02,3115521-40
3115521,2018-10-03,3115521-4
3115521,2018-10-03,3115521-9
3115521,2018-10-11,3115521-34
3115521,2018-02-03,3115521-16
3115521,2018-02-05,3115521-26
3115521,2018-10-19,3115521-28
3115521,2018-10-21,3115521-5
3115521,2018-10-24,3115521-29
3115521,2018-02-13,3115521-45
3115521,2018-11-03,3115521-43
3115521,2018-02-21,3115521-39
3115521,2018-02-25,3115521-21
3115521,2018-03-04,3115521-24
3115521,2018-03-05,3115521-2
3115521,2018-11-17,3115521-32
3115521,2018-11-20,3115521-48
3115521,2018-03-10,3115521-19
3115521,2018-03-14,3115521-12
3115521,2018-12-03,3115521-47
3115521,2018-03-26,3115521-7
3115521,2018-12-09,3115521-50
3115521,2018-04-03,3115521-14
3115521,2018-04-10,3115521-31
3115521,2018-12-27,3115521-30
3115521,2018-04-24,3115521-37
3115521,2018-05-07,3115521-44
2154241,2018-05-18,2154241-14
2154241,2018-05-22,2154241-19
2154241,2018-05-24,2154241-33
2154241,2018-06-04,2154241-32
2154241,2018-06-06,2154241-36
2154241,2018-06-08,2154241-45
2154241,2018-06-27,2154241-25
2154241,2018-07-02,2154241-6
2154241,2018-07-05,2154241-20
2154241,2018-07-06,2154241-22
2154241,2018-07-09,2154241-35
2154241,2018-08-05,2154241-47
2154241,2018-08-14,2154241-48
2154241,2018-08-16,2154241-16
2154241,2018-08-20,2154241-27
2154241,2018-09-05,2154241-42
2154241,2018-09-07,2154241-11
2154241,2018-01-02,2154241-50
2154241,2018-01-14,2154241-18
2154241,2018-09-28,2154241-15
2154241,2018-10-02,2154241-30
2154241,2018-10-11,2154241-7
2154241,2018-10-13,2154241-31
2154241,2018-10-15,2154241-46
2154241,2018-02-06,2154241-2
2154241,2018-02-08,2154241-3
2154241,2018-02-12,2154241-26
2154241,2018-10-27,2154241-34
2154241,2018-11-02,2154241-23
2154241,2018-02-20,2154241-21
2154241,2018-11-06,2154241-40
2154241,2018-11-06,2154241-13
2154241,2018-11-10,2154241-49
2154241,2018-11-14,2154241-29
2154241,2018-03-11,2154241-43
2154241,2018-03-18,2154241-37
2154241,2018-12-03,2154241-17
2154241,2018-03-23,2154241-10
2154241,2018-04-01,2154241-38
2154241,2018-04-06,2154241-44
2154241,2018-12-20,2154241-41
2154241,2018-12-21,2154241-12
2154241,2018-12-23,2154241-28
2154241,2018-12-27,2154241-8
2154241,2018-04-18,2154241-9
2154241,2018-04-19,2154241-4
2154241,2018-04-19,2154241-1
2154241,2018-04-25,2154241-24
2154241,2018-04-27,2154241-39
2154241,2018-05-12,2154241-5
2177282,2018-05-14,2177282-5
2177282,2018-05-17,2177282-46
2177282,2018-06-02,2177282-31
2177282,2018-06-16,2177282-19
2177282,2018-06-22,2177282-34
2177282,2018-06-23,2177282-22
2177282,2018-07-02,2177282-44
2177282,2018-07-08,2177282-16
2177282,2018-07-09,2177282-42
2177282,2018-07-18,2177282-21
2177282,2018-07-19,2177282-8
2177282,2018-08-13,2177282-7
2177282,2018-08-19,2177282-49
2177282,2018-08-21,2177282-14
2177282,2018-08-21,2177282-47
2177282,2018-08-26,2177282-6
2177282,2018-09-02,2177282-12
2177282,2018-09-11,2177282-18
2177282,2018-09-13,2177282-45
2177282,2018-01-01,2177282-30
2177282,2018-09-16,2177282-13
2177282,2018-09-17,2177282-29
2177282,2018-01-09,2177282-15
2177282,2018-01-17,2177282-25
2177282,2018-01-20,2177282-24
2177282,2018-10-06,2177282-36
2177282,2018-10-12,2177282-4
2177282,2018-10-13,2177282-27
2177282,2018-10-15,2177282-37
2177282,2018-10-22,2177282-43
2177282,2018-02-10,2177282-9
2177282,2018-02-12,2177282-1
2177282,2018-10-26,2177282-28
2177282,2018-10-27,2177282-50
2177282,2018-02-20,2177282-23
2177282,2018-11-03,2177282-40
2177282,2018-02-22,2177282-11
2177282,2018-11-15,2177282-41
2177282,2018-11-18,2177282-33
2177282,2018-03-08,2177282-32
2177282,2018-11-21,2177282-2
2177282,2018-03-12,2177282-48
2177282,2018-03-12,2177282-35
2177282,2018-11-23,2177282-39
2177282,2018-03-16,2177282-20
2177282,2018-03-20,2177282-38
2177282,2018-03-23,2177282-10
2177282,2018-12-04,2177282-3
2177282,2018-05-08,2177282-26
2177282,2018-05-10,2177282-17
1800451,2018-05-18,1800451-8
1800451,2018-05-19,1800451-17
1800451,2018-05-23,1800451-1
1800451,2018-06-01,1800451-49
1800451,2018-06-12,1800451-5
1800451,2018-06-13,1800451-16
1800451,2018-06-15,1800451-23
1800451,2018-06-16,1800451-34
1800451,2018-06-24,1800451-4
1800451,2018-06-25,1800451-18
1800451,2018-07-22,1800451-12
1800451,2018-07-24,1800451-22
1800451,2018-08-03,1800451-50
1800451,2018-08-12,1800451-33
1800451,2018-08-17,1800451-27
1800451,2018-08-21,1800451-24
1800451,2018-08-24,1800451-42
1800451,2018-08-27,1800451-43
1800451,2018-09-02,1800451-14
1800451,2018-09-09,1800451-36
1800451,2018-09-09,1800451-37
1800451,2018-01-02,1800451-29
1800451,2018-01-02,1800451-6
1800451,2018-09-15,1800451-2
1800451,2018-01-04,1800451-15
1800451,2018-09-20,1800451-25
1800451,2018-10-01,1800451-7
1800451,2018-02-03,1800451-39
1800451,2018-10-28,1800451-11
1800451,2018-11-09,1800451-9
1800451,2018-11-13,1800451-10
1800451,2018-03-03,1800451-40
1800451,2018-03-03,1800451-3
1800451,2018-11-20,1800451-45
1800451,2018-03-12,1800451-28
1800451,2018-11-24,1800451-21
1800451,2018-11-26,1800451-20
1800451,2018-12-02,1800451-30
1800451,2018-03-24,1800451-47
1800451,2018-03-26,1800451-19
1800451,2018-03-27,1800451-46
1800451,2018-12-11,1800451-38
1800451,2018-12-12,1800451-44
1800451,2018-12-12,1800451-26
1800451,2018-04-01,1800451-13
1800451,2018-12-19,1800451-41
1800451,2018-12-22,1800451-48
1800451,2018-04-25,1800451-32
1800451,2018-04-28,1800451-31
1800451,2018-05-08,1800451-35
6919427,2018-05-13,6919427-35
6919427,2018-05-19,6919427-3
6919427,2018-05-23,6919427-1
6919427,2018-06-07,6919427-38
6919427,2018-06-18,6919427-30
6919427,2018-06-21,6919427-22
6919427,2018-06-24,6919427-17
6919427,2018-07-08,6919427-15
6919427,2018-07-09,6919427-13
6919427,2018-07-12,6919427-31
6919427,2018-07-17,6919427-9
6919427,2018-07-18,6919427-45
6919427,2018-07-23,6919427-29
6919427,2018-08-09,6919427-46
6919427,2018-08-09,6919427-19
6919427,2018-08-18,6919427-7
6919427,2018-08-24,6919427-43
6919427,2018-09-01,6919427-16
6919427,2018-09-13,6919427-47
6919427,2018-09-15,6919427-20
6919427,2018-09-19,6919427-6
6919427,2018-09-19,6919427-5
6919427,2018-01-08,6919427-11
6919427,2018-10-04,6919427-27
6919427,2018-10-06,6919427-33
6919427,2018-10-16,6919427-18
6919427,2018-02-10,6919427-2
6919427,2018-02-13,6919427-42
6919427,2018-02-15,6919427-14
6919427,2018-11-01,6919427-39
6919427,2018-11-07,6919427-25
6919427,2018-11-11,6919427-4
6919427,2018-03-04,6919427-28
6919427,2018-11-17,6919427-50
6919427,2018-03-08,6919427-32
6919427,2018-03-09,6919427-24
6919427,2018-03-11,6919427-23
6919427,2018-03-12,6919427-48
6919427,2018-03-13,6919427-34
6919427,2018-03-20,6919427-36
6919427,2018-12-02,6919427-40
6919427,2018-12-05,6919427-49
6919427,2018-12-15,6919427-41
6919427,2018-12-18,6919427-26
6919427,2018-04-16,6919427-8
6919427,2018-04-17,6919427-10
6919427,2018-05-08,6919427-44
6919427,2018-05-08,6919427-37
6919427,2018-05-11,6919427-21
6919427,2018-05-11,6919427-12
5031171,2018-05-25,5031171-32
5031171,2018-05-27,5031171-39
5031171,2018-06-02,5031171-7
5031171,2018-06-05,5031171-40
5031171,2018-06-16,5031171-18
5031171,2018-06-23,5031171-30
5031171,2018-07-05,5031171-46
5031171,2018-07-11,5031171-4
5031171,2018-07-19,5031171-8
5031171,2018-08-04,5031171-26
5031171,2018-08-05,5031171-23
5031171,2018-08-19,5031171-22
5031171,2018-08-28,5031171-44
5031171,2018-09-02,5031171-5
5031171,2018-09-09,5031171-42
5031171,2018-01-02,5031171-48
5031171,2018-09-16,5031171-15
5031171,2018-09-22,5031171-14
5031171,2018-01-20,5031171-21
5031171,2018-10-06,5031171-41
5031171,2018-02-01,5031171-19
5031171,2018-10-17,5031171-20
5031171,2018-10-18,5031171-16
5031171,2018-02-09,5031171-43
5031171,2018-02-09,5031171-10
5031171,2018-10-28,5031171-6
5031171,2018-10-28,5031171-2
5031171,2018-02-20,5031171-24
5031171,2018-02-26,5031171-33
5031171,2018-02-27,5031171-45
5031171,2018-11-15,5031171-12
5031171,2018-03-06,5031171-27
5031171,2018-11-17,5031171-50
5031171,2018-11-19,5031171-25
5031171,2018-11-25,5031171-34
5031171,2018-03-16,5031171-1
5031171,2018-03-19,5031171-47
5031171,2018-03-23,5031171-9
5031171,2018-12-07,5031171-13
5031171,2018-12-11,5031171-28
5031171,2018-12-17,5031171-11
5031171,2018-12-18,5031171-36
5031171,2018-12-19,5031171-35
5031171,2018-04-08,5031171-38
5031171,2018-12-25,5031171-29
5031171,2018-12-27,5031171-3
5031171,2018-04-18,5031171-37
5031171,2018-05-03,5031171-49
5031171,2018-05-08,5031171-17
5031171,2018-05-10,5031171-31
3332099,2018-05-18,3332099-24
3332099,2018-06-02,3332099-29
3332099,2018-06-02,3332099-32
3332099,2018-06-09,3332099-10
3332099,2018-06-19,3332099-45
3332099,2018-07-01,3332099-9
3332099,2018-07-08,3332099-21
3332099,2018-07-09,3332099-12
3332099,2018-07-10,3332099-7
3332099,2018-07-10,3332099-13
3332099,2018-07-10,3332099-38
3332099,2018-07-14,3332099-27
3332099,2018-08-15,3332099-41
3332099,2018-08-20,3332099-46
3332099,2018-09-07,3332099-33
3332099,2018-09-10,3332099-6
3332099,2018-09-16,3332099-14
3332099,2018-09-18,3332099-40
3332099,2018-01-10,3332099-43
3332099,2018-09-23,3332099-28
3332099,2018-01-15,3332099-15
3332099,2018-01-20,3332099-48
3332099,2018-01-26,3332099-23
3332099,2018-02-04,3332099-4
3332099,2018-02-04,3332099-17
3332099,2018-10-18,3332099-42
3332099,2018-10-28,3332099-36
3332099,2018-11-01,3332099-49
3332099,2018-02-21,3332099-34
3332099,2018-11-04,3332099-39
3332099,2018-02-26,3332099-35
3332099,2018-03-01,3332099-31
3332099,2018-03-03,3332099-11
3332099,2018-11-15,3332099-5
3332099,2018-11-17,3332099-30
3332099,2018-03-10,3332099-22
3332099,2018-03-15,3332099-18
3332099,2018-03-21,3332099-8
3332099,2018-12-02,3332099-3
3332099,2018-12-05,3332099-25
3332099,2018-12-05,3332099-26
3332099,2018-03-25,3332099-19
3332099,2018-12-14,3332099-50
3332099,2018-04-03,3332099-44
3332099,2018-04-04,3332099-16
3332099,2018-04-04,3332099-2
3332099,2018-12-23,3332099-1
3332099,2018-05-01,3332099-37
3332099,2018-05-10,3332099-47
3332099,2018-05-11,3332099-20
2192644,2018-05-16,2192644-15
2192644,2018-05-16,2192644-30
2192644,2018-05-28,2192644-13
2192644,2018-06-11,2192644-4
2192644,2018-06-21,2192644-26
2192644,2018-06-22,2192644-29
2192644,2018-06-23,2192644-8
2192644,2018-06-23,2192644-31
2192644,2018-06-28,2192644-7
2192644,2018-07-12,2192644-19
2192644,2018-07-15,2192644-12
2192644,2018-07-19,2192644-38
2192644,2018-08-03,2192644-40
2192644,2018-08-05,2192644-16
2192644,2018-08-06,2192644-27
2192644,2018-08-14,2192644-34
2192644,2018-09-04,2192644-10
2192644,2018-09-06,2192644-28
2192644,2018-01-02,2192644-17
2192644,2018-01-08,2192644-42
2192644,2018-01-13,2192644-33
2192644,2018-09-26,2192644-21
2192644,2018-01-19,2192644-25
2192644,2018-10-02,2192644-3
2192644,2018-01-20,2192644-22
2192644,2018-01-21,2192644-36
2192644,2018-01-25,2192644-1
2192644,2018-10-10,2192644-44
2192644,2018-01-28,2192644-2
2192644,2018-10-13,2192644-32
2192644,2018-10-14,2192644-49
2192644,2018-02-04,2192644-35
2192644,2018-02-07,2192644-11
2192644,2018-02-07,2192644-46
2192644,2018-02-17,2192644-24
2192644,2018-02-19,2192644-43
2192644,2018-11-06,2192644-41
2192644,2018-11-06,2192644-14
2192644,2018-11-10,2192644-39
2192644,2018-11-15,2192644-6
2192644,2018-12-06,2192644-18
2192644,2018-12-16,2192644-37
2192644,2018-12-19,2192644-45
2192644,2018-04-08,2192644-47
2192644,2018-04-15,2192644-50
2192644,2018-04-15,2192644-5
2192644,2018-12-28,2192644-48
2192644,2018-04-20,2192644-20
2192644,2018-04-27,2192644-23
2192644,2018-05-11,2192644-9
6195972,2018-05-14,6195972-5
6195972,2018-06-04,6195972-9
6195972,2018-06-07,6195972-41
6195972,2018-06-19,6195972-8
6195972,2018-07-03,6195972-29
6195972,2018-07-04,6195972-46
6195972,2018-07-14,6195972-27
6195972,2018-07-19,6195972-39
6195972,2018-07-21,6195972-16
6195972,2018-07-21,6195972-18
6195972,2018-07-25,6195972-36
6195972,2018-07-25,6195972-48
6195972,2018-08-02,6195972-12
6195972,2018-08-14,6195972-6
6195972,2018-08-15,6195972-20
6195972,2018-08-28,6195972-24
6195972,2018-09-11,6195972-32
6195972,2018-01-05,6195972-42
6195972,2018-01-07,6195972-37
6195972,2018-09-21,6195972-2
6195972,2018-01-13,6195972-31
6195972,2018-01-19,6195972-35
6195972,2018-10-09,6195972-3
6195972,2018-02-01,6195972-23
6195972,2018-10-17,6195972-14
6195972,2018-10-18,6195972-43
6195972,2018-10-19,6195972-26
6195972,2018-02-11,6195972-25
6195972,2018-10-26,6195972-19
6195972,2018-11-03,6195972-4
6195972,2018-02-22,6195972-50
6195972,2018-02-28,6195972-1
6195972,2018-03-09,6195972-49
6195972,2018-03-10,6195972-13
6195972,2018-03-12,6195972-40
6195972,2018-11-23,6195972-17
6195972,2018-11-28,6195972-47
6195972,2018-03-19,6195972-7
6195972,2018-03-21,6195972-22
6195972,2018-03-26,6195972-11
6195972,2018-12-14,6195972-30
6195972,2018-12-18,6195972-21
6195972,2018-04-07,6195972-45
6195972,2018-12-19,6195972-28
6195972,2018-04-08,6195972-10
6195972,2018-12-22,6195972-15
6195972,2018-12-26,6195972-34
6195972,2018-04-16,6195972-44
6195972,2018-04-16,6195972-33
6195972,2018-04-26,6195972-38
3251972,2018-05-15,3251972-17
3251972,2018-05-22,3251972-12
3251972,2018-06-01,3251972-15
3251972,2018-06-04,3251972-18
3251972,2018-06-13,3251972-35
3251972,2018-06-24,3251972-38
3251972,2018-07-04,3251972-10
3251972,2018-07-06,3251972-28
3251972,2018-07-17,3251972-30
3251972,2018-07-28,3251972-4
3251972,2018-08-10,3251972-31
3251972,2018-08-25,3251972-1
3251972,2018-08-25,3251972-2
3251972,2018-09-02,3251972-6
3251972,2018-09-03,3251972-48
3251972,2018-09-04,3251972-33
3251972,2018-09-04,3251972-45
3251972,2018-09-04,3251972-22
3251972,2018-09-05,3251972-32
3251972,2018-09-07,3251972-42
3251972,2018-01-15,3251972-37
3251972,2018-01-15,3251972-7
3251972,2018-01-18,3251972-43
3251972,2018-10-01,3251972-5
3251972,2018-01-26,3251972-13
3251972,2018-02-03,3251972-46
3251972,2018-02-07,3251972-47
3251972,2018-10-21,3251972-29
3251972,2018-02-09,3251972-11
3251972,2018-02-10,3251972-39
3251972,2018-10-24,3251972-50
3251972,2018-10-24,3251972-41
3251972,2018-02-16,3251972-16
3251972,2018-02-18,3251972-20
3251972,2018-11-02,3251972-44
3251972,2018-11-06,3251972-19
3251972,2018-02-28,3251972-23
3251972,2018-03-03,3251972-40
3251972,2018-11-15,3251972-36
3251972,2018-11-15,3251972-9
3251972,2018-11-15,3251972-26
3251972,2018-03-05,3251972-3
3251972,2018-11-17,3251972-24
3251972,2018-11-17,3251972-34
3251972,2018-11-26,3251972-25
3251972,2018-12-06,3251972-49
3251972,2018-03-28,3251972-27
3251972,2018-12-12,3251972-8
3251972,2018-04-25,3251972-14
3251972,2018-05-09,3251972-21
7396100,2018-06-07,7396100-37
7396100,2018-06-17,7396100-1
7396100,2018-06-26,7396100-35
7396100,2018-07-04,7396100-40
7396100,2018-08-02,7396100-2
7396100,2018-08-05,7396100-39
7396100,2018-08-05,7396100-17
7396100,2018-08-07,7396100-41
7396100,2018-08-22,7396100-3
7396100,2018-09-02,7396100-12
7396100,2018-09-02,7396100-20
7396100,2018-09-13,7396100-26
7396100,2018-09-14,7396100-50
7396100,2018-09-16,7396100-5
7396100,2018-01-06,7396100-36
7396100,2018-09-25,7396100-22
7396100,2018-01-19,7396100-27
7396100,2018-01-24,7396100-8
7396100,2018-02-01,7396100-4
7396100,2018-02-02,7396100-29
7396100,2018-02-04,7396100-34
7396100,2018-02-05,7396100-15
7396100,2018-10-24,7396100-18
7396100,2018-02-15,7396100-31
7396100,2018-02-17,7396100-10
7396100,2018-02-18,7396100-45
7396100,2018-02-20,7396100-32
7396100,2018-11-03,7396100-47
7396100,2018-02-21,7396100-33
7396100,2018-11-05,7396100-24
7396100,2018-03-04,7396100-21
7396100,2018-03-07,7396100-23
7396100,2018-03-14,7396100-7
