FL_DATE,UNIQUE_CARRIER,AIRLINE_ID,CARRIER,FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,DISTANCE
2015-01-01,AA,19805,AA,125,11298,1129803,30194,DFW,10397,1039705,30397,ATL,1415,1430,15.00,9.00,1439,1708,5.00,1715,1713,-2.00,0.00,,0.00,731.00
2015-01-01,AA,19805,AA,126,11298,1129803,30194,DFW,14107,1410702,30466,PHX,1145,1209,24.00,29.00,1238,1402,13.00,1325,1415,50.00,0.00,,0.00,868.00
2015-01-01,AA,19805,AA,126,14107,1410702,30466,PHX,11298,1129803,30194,DFW,1410,1508,58.00,21.00,1529,1816,9.00,1730,1825,55.00,0.00,,0.00,868.00
2015-01-01,AA,19805,AA,127,12264,1226402,30852,IAD,11298,1129803,30194,DFW,0625,0622,-3.00,14.00,0636,0856,16.00,0855,0912,17.00,0.00,,0.00,1172.00
2015-01-01,AA,19805,AA,128,11298,1129803,30194,DFW,12264,1226402,30852,IAD,2020,2152,92.00,38.00,2230,0138,6.00,2355,0144,109.00,0.00,,0.00,1172.00
2015-01-01,AA,19805,AA,129,12451,1245102,31136,JAX,11298,1129803,30194,DFW,0635,0648,13.00,13.00,0701,0822,11.00,0825,0833,8.00,0.00,,0.00,918.00
2015-01-01,AA,19805,AA,130,13303,1330303,32467,MIA,15304,1530402,33195,TPA,0702,,,,,,,0806,,,1.00,A,0.00,204.00
2015-01-01,AA,19805,AA,130,15304,1530402,33195,TPA,13303,1330303,32467,MIA,0847,,,,,,,0954,,,1.00,A,0.00,204.00
2015-01-01,AA,19805,AA,131,12892,1289203,32575,LAX,13204,1320402,31454,MCO,1150,1201,11.00,31.00,1232,1950,5.00,1925,1955,30.00,0.00,,0.00,2218.00
2015-01-01,AA,19805,AA,132,11298,1129803,30194,DFW,14100,1410002,34100,PHL,1335,1337,2.00,19.00,1356,1736,5.00,1735,1741,6.00,0.00,,0.00,1303.00
2015-01-01,AA,19805,AA,132,14100,1410002,34100,PHL,11298,1129803,30194,DFW,1825,1826,1.00,25.00,1851,2117,23.00,2125,2140,15.00,0.00,,0.00,1303.00
2015-01-01,AA,19805,AA,133,12478,1247802,31703,JFK,12892,1289203,32575,LAX,1630,1628,-2.00,19.00,1647,1945,5.00,2000,1950,-10.00,0.00,,0.00,2475.00
2015-01-01,AA,19805,AA,134,11278,1127802,30852,DCA,11298,1129803,30194,DFW,1745,1733,-12.00,12.00,1745,2001,9.00,2020,2010,-10.00,0.00,,0.00,1192.00
2015-01-01,AA,19805,AA,137,11278,1127802,30852,DCA,11298,1129803,30194,DFW,0730,0728,-2.00,12.00,0740,0954,10.00,1005,1004,-1.00,0.00,,0.00,1192.00
2015-01-01,AA,19805,AA,138,11298,1129803,30194,DFW,11278,1127802,30852,DCA,1655,1712,17.00,12.00,1724,2029,4.00,2035,2033,-2.00,0.00,,0.00,1192.00
2015-01-01,AA,19805,AA,139,13303,1330303,32467,MIA,12892,1289203,32575,LAX,1225,1235,10.00,16.00,1251,1513,6.00,1518,1519,1.00,0.00,,0.00,2342.00
2015-01-01,AA,19805,AA,140,14843,1484304,34819,SJU,13303,1330303,32467,MIA,1129,1115,-14.00,12.00,1127,1246,10.00,1315,1256,-19.00,0.00,,0.00,1045.00
2015-01-01,AA,19805,AA,141,12892,1289203,32575,LAX,12173,1217302,32134,HNL,1400,1402,2.00,13.00,1415,1757,9.00,1755,1806,11.00,0.00,,0.00,2556.00
2015-01-01,AA,19805,AA,35,11298,1129803,30194,DFW,12094,1209402,34699,HDN,1110,1109,-1.00,11.00,1120,1211,56.00,1235,1307,32.00,0.00,,0.00,769.00
2015-01-01,AA,19805,AA,35,12094,1209402,34699,HDN,11298,1129803,30194,DFW,1320,1400,40.00,11.00,1411,1700,10.00,1635,1710,35.00,0.00,,0.00,769.00
2015-01-01,AA,19805,AA,36,14679,1467903,33570,SAN,11298,1129803,30194,DFW,0935,0928,-7.00,13.00,0941,1401,19.00,1425,1420,-5.00,0.00,,0.00,1171.00
2015-01-01,AA,19805,AA,37,11298,1129803,30194,DFW,14679,1467903,33570,SAN,2100,2103,3.00,18.00,2121,2207,3.00,2205,2210,5.00,0.00,,0.00,1171.00
2015-01-01,AA,19805,AA,40,11278,1127802,30852,DCA,13930,1393003,30977,ORD,0955,0955,0.00,9.00,1004,1055,6.00,1105,1101,-4.00,0.00,,0.00,612.00
2015-01-01,AA,19805,AA,41,13930,1393003,30977,ORD,14747,1474703,30559,SEA,2055,2054,-1.00,16.00,2110,2306,41.00,2325,2347,22.00,0.00,,0.00,1721.00
2015-01-01,AA,19805,AA,42,14747,1474703,30559,SEA,13930,1393003,30977,ORD,0850,0849,-1.00,16.00,0905,1426,7.00,1445,1433,-12.00,0.00,,0.00,1721.00
2015-01-01,AA,19805,AA,43,11298,1129803,30194,DFW,11433,1143302,31295,DTW,1030,,,,,,,1400,,,1.00,B,0.00,986.00
2015-01-01,AA,19805,AA,43,11433,1143302,31295,DTW,11298,1129803,30194,DFW,1445,1445,0.00,19.00,1504,1647,17.00,1645,1704,19.00,0.00,,0.00,986.00
2015-01-01,AA,19805,AA,44,12889,1288903,32211,LAS,12478,1247802,31703,JFK,0810,0803,-7.00,17.00,0820,1528,7.00,1605,1535,-30.00,0.00,,0.00,2248.00
2015-01-01,AA,19805,AA,45,12478,1247802,31703,JFK,12889,1288903,32211,LAS,1729,1727,-2.00,21.00,1748,2006,8.00,2024,2014,-10.00,0.00,,0.00,2248.00
2015-01-01,AA,19805,AA,46,14831,1483103,32457,SJC,13930,1393003,30977,ORD,0725,0725,0.00,13.00,0738,1324,14.00,1340,1338,-2.00,0.00,,0.00,1829.00
2015-01-01,AA,19805,AA,47,13930,1393003,30977,ORD,14831,1483103,32457,SJC,1915,2035,80.00,18.00,2053,2251,5.00,2155,2256,61.00,0.00,,0.00,1829.00
2015-01-01,AA,19805,AA,48,14679,1467903,33570,SAN,11298,1129803,30194,DFW,0835,0830,-5.00,13.00,0843,1304,10.00,1330,1314,-16.00,0.00,,0.00,1171.00
2015-01-01,AA,19805,AA,49,11298,1129803,30194,DFW,14679,1467903,33570,SAN,1935,2006,31.00,15.00,2021,2101,3.00,2040,2104,24.00,0.00,,0.00,1171.00
2015-01-01,AA,19805,AA,50,14869,1486903,34614,SLC,11298,1129803,30194,DFW,0815,0824,9.00,36.00,0900,1214,9.00,1200,1223,23.00,0.00,,0.00,989.00
2015-01-01,AA,19805,AA,51,11298,1129803,30194,DFW,14869,1486903,34614,SLC,1725,2035,190.00,24.00,2059,2209,7.00,1915,2216,181.00,0.00,,0.00,989.00
2015-01-01,AA,19805,AA,52,12892,1289203,32575,LAX,11278,1127802,30852,DCA,1225,1222,-3.00,18.00,1240,1953,8.00,2015,2001,-14.00,0.00,,0.00,2311.00
2015-01-01,AA,19805,AA,53,11278,1127802,30852,DCA,12892,1289203,32575,LAX,0840,0838,-2.00,12.00,0850,1121,7.00,1140,1128,-12.00,0.00,,0.00,2311.00
2015-01-01,AA,19805,AA,54,12889,1288903,32211,LAS,13930,1393003,30977,ORD,0910,0906,-4.00,16.00,0922,1412,7.00,1445,1419,-26.00,0.00,,0.00,1514.00
2015-01-01,AA,19805,AA,55,13930,1393003,30977,ORD,12889,1288903,32211,LAS,1820,1924,64.00,13.00,1937,2102,7.00,2010,2109,59.00,0.00,,0.00,1514.00
2015-01-01,AA,19805,AA,58,12758,1275803,32758,KOA,12892,1289203,32575,LAX,1400,1400,0.00,22.00,1422,2058,22.00,2110,2120,10.00,0.00,,0.00,2504.00
2015-01-01,AA,19805,AA,59,12892,1289203,32575,LAX,12758,1275803,32758,KOA,0840,0837,-3.00,17.00,0854,1226,3.00,1230,1229,-1.00,0.00,,0.00,2504.00
2015-01-01,AA,19805,AA,60,11298,1129803,30194,DFW,13303,1330303,32467,MIA,1754,1955,121.00,15.00,2010,2323,3.00,2134,2326,112.00,0.00,,0.00,1121.00
2015-01-01,AA,19805,AA,61,13303,1330303,32467,MIA,11298,1129803,30194,DFW,0715,0719,4.00,13.00,0732,0919,12.00,0934,0931,-3.00,0.00,,0.00,1121.00
2015-01-01,AA,19805,AA,63,13303,1330303,32467,MIA,14107,1410702,30466,PHX,1950,1955,5.00,23.00,2018,2249,8.00,2307,2257,-10.00,0.00,,0.00,1972.00
2015-01-01,AA,19805,AA,64,11298,1129803,30194,DFW,12478,1247802,31703,JFK,1025,1041,16.00,13.00,1054,1443,5.00,1445,1448,3.00,0.00,,0.00,1391.00
2015-01-01,AA,19805,AA,65,12478,1247802,31703,JFK,11298,1129803,30194,DFW,1615,1625,10.00,19.00,1644,1931,48.00,1930,2019,49.00,0.00,,0.00,1391.00
2015-01-01,AA,19805,AA,66,14843,1484304,34819,SJU,12478,1247802,31703,JFK,1151,1142,-9.00,22.00,1204,1445,4.00,1456,1449,-7.00,0.00,,0.00,1598.00
2015-01-01,AA,19805,AA,67,12478,1247802,31703,JFK,14843,1484304,34819,SJU,1605,1629,24.00,23.00,1652,2054,6.00,2100,2100,0.00,0.00,,0.00,1598.00
2015-01-01,AA,19805,AA,68,14771,1477101,32457,SFO,13303,1330303,32467,MIA,0700,0703,3.00,14.00,0717,1512,8.00,1524,1520,-4.00,0.00,,0.00,2585.00
2015-01-01,AA,19805,AA,69,13303,1330303,32467,MIA,14771,1477101,32457,SFO,1835,1836,1.00,12.00,1848,2130,5.00,2201,2135,-26.00,0.00,,0.00,2585.00
2015-01-01,AA,19805,AA,70,14679,1467903,33570,SAN,11298,1129803,30194,DFW,0705,0659,-6.00,22.00,0721,1138,12.00,1205,1150,-15.00,0.00,,0.00,1171.00
2015-01-01,AA,19805,AA,71,11298,1129803,30194,DFW,14679,1467903,33570,SAN,1805,1803,-2.00,14.00,1817,1857,2.00,1905,1859,-6.00,0.00,,0.00,1171.00
2015-01-01,AA,19805,AA,72,11298,1129803,30194,DFW,13204,1320402,31454,MCO,0600,0606,6.00,18.00,0624,0924,4.00,0925,0928,3.00,0.00,,0.00,985.00
2015-01-01,AA,19805,AA,72,13204,1320402,31454,MCO,11298,1129803,30194,DFW,1020,1015,-5.00,16.00,1031,1154,12.00,1215,1206,-9.00,0.00,,0.00,985.00
2015-01-01,AA,19805,AA,151,13930,1393003,30977,ORD,11292,1129202,30325,DEN,1555,1552,-3.00,20.00,1612,1738,16.00,1730,1754,24.00,0.00,,0.00,888.00
2015-01-01,AA,19805,AA,152,14107,1410702,30466,PHX,13303,1330303,32467,MIA,1559,1754,115.00,13.00,1807,2357,3.00,2203,2400,117.00,0.00,,0.00,1972.00
2015-01-01,AA,19805,AA,154,13930,1393003,30977,ORD,13204,1320402,31454,MCO,1955,1951,-4.00,14.00,2005,2314,3.00,2325,2317,-8.00,0.00,,0.00,1005.00
2015-01-01,AA,19805,AA,155,12892,1289203,32575,LAX,13930,1393003,30977,ORD,1755,1754,-1.00,12.00,1806,2334,6.00,2350,2340,-10.00,0.00,,0.00,1744.00
2015-01-01,AA,19805,AA,155,13930,1393003,30977,ORD,12892,1289203,32575,LAX,1430,1446,16.00,11.00,1457,1653,7.00,1700,1700,0.00,0.00,,0.00,1744.00
2015-01-01,AA,19805,AA,156,12892,1289203,32575,LAX,15016,1501603,31123,STL,1150,1146,-4.00,23.00,1209,1710,2.00,1725,1712,-13.00,0.00,,0.00,1592.00
2015-01-01,AA,19805,AA,156,15016,1501603,31123,STL,12892,1289203,32575,LAX,1805,1817,12.00,11.00,1828,2001,16.00,2025,2017,-8.00,0.00,,0.00,1592.00
2015-01-01,AA,19805,AA,157,11298,1129803,30194,DFW,14057,1405702,34057,PDX,1210,1205,-5.00,15.00,1220,1354,2.00,1420,1356,-24.00,0.00,,0.00,1616.00
2015-01-01,AA,19805,AA,159,13930,1393003,30977,ORD,14679,1467903,33570,SAN,1235,1229,-6.00,10.00,1239,1436,3.00,1455,1439,-16.00,0.00,,0.00,1723.00
2015-01-01,AA,19805,AA,159,14679,1467903,33570,SAN,13930,1393003,30977,ORD,1540,1530,-10.00,12.00,1542,2104,10.00,2135,2114,-21.00,0.00,,0.00,1723.00
2015-01-01,AA,19805,AA,160,10721,1072102,30721,BOS,13930,1393003,30977,ORD,1005,0957,-8.00,13.00,1010,1143,8.00,1205,1151,-14.00,0.00,,0.00,867.00
2015-01-01,AA,19805,AA,161,12892,1289203,32575,LAX,13830,1383002,33830,OGG,1735,1734,-1.00,23.00,1757,2129,7.00,2130,2136,6.00,0.00,,0.00,2486.00
2015-01-01,AA,19805,AA,162,12173,1217302,32134,HNL,12892,1289203,32575,LAX,1340,1350,10.00,20.00,1410,2053,15.00,2110,2108,-2.00,0.00,,0.00,2556.00
2015-01-01,AA,19805,AA,164,14771,1477101,32457,SFO,12478,1247802,31703,JFK,0850,1203,193.00,21.00,1224,2030,14.00,1730,2044,194.00,0.00,,0.00,2586.00
2015-01-01,AA,19805,AA,165,10721,1072102,30721,BOS,12892,1289203,32575,LAX,1610,1617,7.00,12.00,1629,1953,11.00,1945,2004,19.00,0.00,,0.00,2611.00
2015-01-01,AA,19805,AA,166,11298,1129803,30194,DFW,15016,1501603,31123,STL,1230,1226,-4.00,34.00,1300,1408,2.00,1405,1410,5.00,0.00,,0.00,550.00
2015-01-01,AA,19805,AA,166,15016,1501603,31123,STL,11298,1129803,30194,DFW,1445,1445,0.00,12.00,1457,1633,12.00,1640,1645,5.00,0.00,,0.00,550.00
2015-01-01,AA,19805,AA,167,13303,1330303,32467,MIA,14771,1477101,32457,SFO,0715,0747,32.00,14.00,0801,1046,5.00,1030,1051,21.00,0.00,,0.00,2585.00
2015-01-01,AA,19805,AA,168,11298,1129803,30194,DFW,13303,1330303,32467,MIA,0610,0603,-7.00,10.00,0613,0922,13.00,0953,0935,-18.00,0.00,,0.00,1121.00
2015-01-01,AA,19805,AA,169,12889,1288903,32211,LAS,12892,1289203,32575,LAX,0930,1238,188.00,18.00,1256,1338,6.00,1040,1344,184.00,0.00,,0.00,236.00
2015-01-01,AA,19805,AA,170,12892,1289203,32575,LAX,12889,1288903,32211,LAS,1235,1437,122.00,17.00,1454,1539,9.00,1350,1548,118.00,0.00,,0.00,236.00
2015-01-01,AA,19805,AA,73,14100,1410002,34100,PHL,11057,1105703,31057,CLT,1005,0957,-8.00,26.00,1023,1139,6.00,1205,1145,-20.00,0.00,,0.00,449.00
2015-01-01,AA,19805,AA,74,11042,1104203,30647,CLE,11298,1129803,30194,DFW,1555,1552,-3.00,11.00,1603,1744,9.00,1805,1753,-12.00,0.00,,0.00,1021.00
2015-01-01,AA,19805,AA,74,11298,1129803,30194,DFW,11042,1104203,30647,CLE,1145,,,,,,,1515,,,1.00,B,0.00,1021.00
2015-01-01,AA,19805,AA,75,12264,1226402,30852,IAD,12892,1289203,32575,LAX,1830,1822,-8.00,17.00,1839,2114,6.00,2130,2120,-10.00,0.00,,0.00,2288.00
2015-01-01,AA,19805,AA,76,12892,1289203,32575,LAX,12264,1226402,30852,IAD,0950,0946,-4.00,18.00,1004,1707,4.00,1735,1711,-24.00,0.00,,0.00,2288.00
2015-01-01,AA,19805,AA,76,14771,1477101,32457,SFO,12892,1289203,32575,LAX,0730,0723,-7.00,15.00,0738,0827,33.00,0855,0900,5.00,0.00,,0.00,337.00
2015-01-01,AA,19805,AA,79,11298,1129803,30194,DFW,14893,1489302,33192,SMF,2140,2219,39.00,30.00,2249,2357,6.00,2325,0003,38.00,0.00,,0.00,1431.00
2015-01-01,AA,19805,AA,80,15376,1537602,30436,TUS,11298,1129803,30194,DFW,1655,1741,46.00,10.00,1751,2036,15.00,2005,2051,46.00,0.00,,0.00,813.00
2015-01-01,AA,19805,AA,81,11298,1129803,30194,DFW,15376,1537602,30436,TUS,2245,2308,23.00,13.00,2321,0024,4.00,0005,0028,23.00,0.00,,0.00,813.00
2015-01-01,AA,19805,AA,83,13204,1320402,31454,MCO,11298,1129803,30194,DFW,0735,0733,-2.00,16.00,0749,0915,12.00,0935,0927,-8.00,0.00,,0.00,985.00
2015-01-01,AA,19805,AA,84,10721,1072102,30721,BOS,12478,1247802,31703,JFK,0940,0930,-10.00,15.00,0945,1031,8.00,1055,1039,-16.00,0.00,,0.00,187.00
2015-01-01,AA,19805,AA,84,12478,1247802,31703,JFK,10721,1072102,30721,BOS,0730,0734,4.00,17.00,0751,0835,4.00,0840,0839,-1.00,0.00,,0.00,187.00
2015-01-01,AA,19805,AA,85,12478,1247802,31703,JFK,14771,1477101,32457,SFO,1530,1524,-6.00,20.00,1544,1845,5.00,1910,1850,-20.00,0.00,,0.00,2586.00
2015-01-01,AA,19805,AA,86,14057,1405702,34057,PDX,13930,1393003,30977,ORD,0705,0701,-4.00,15.00,0716,1244,7.00,1300,1251,-9.00,0.00,,0.00,1739.00
2015-01-01,AA,19805,AA,87,13930,1393003,30977,ORD,14570,1457002,34570,RNO,1845,1840,-5.00,11.00,1851,2024,4.00,2110,2028,-42.00,0.00,,0.00,1671.00
2015-01-01,AA,19805,AA,89,12266,1226603,31453,IAH,13303,1330303,32467,MIA,0520,0618,58.00,19.00,0637,0928,7.00,0841,0935,54.00,0.00,,0.00,964.00
2015-01-01,AA,19805,AA,92,14679,1467903,33570,SAN,13930,1393003,30977,ORD,0900,0900,0.00,15.00,0915,1424,6.00,1500,1430,-30.00,0.00,,0.00,1723.00
2015-01-01,AA,19805,AA,93,13930,1393003,30977,ORD,14679,1467903,33570,SAN,1720,1805,45.00,10.00,1815,1945,2.00,1935,1947,12.00,0.00,,0.00,1723.00
2015-01-01,AA,19805,AA,94,14679,1467903,33570,SAN,12478,1247802,31703,JFK,0755,0810,15.00,13.00,0823,1545,6.00,1615,1551,-24.00,0.00,,0.00,2446.00
2015-01-01,AA,19805,AA,95,12478,1247802,31703,JFK,14679,1467903,33570,SAN,1720,1749,29.00,18.00,1807,2110,5.00,2040,2115,35.00,0.00,,0.00,2446.00
2015-01-01,AA,19805,AA,96,11298,1129803,30194,DFW,15016,1501603,31123,STL,0820,0831,11.00,21.00,0852,1002,3.00,0955,1005,10.00,0.00,,0.00,550.00
2015-01-01,AA,19805,AA,96,15016,1501603,31123,STL,11298,1129803,30194,DFW,1035,1051,16.00,15.00,1106,1244,18.00,1230,1302,32.00,0.00,,0.00,550.00
2015-01-01,AA,19805,AA,97,11278,1127802,30852,DCA,11298,1129803,30194,DFW,0845,0842,-3.00,14.00,0856,1101,11.00,1120,1112,-8.00,0.00,,0.00,1192.00
2015-01-01,AA,19805,AA,99,13930,1393003,30977,ORD,14057,1405702,34057,PDX,1550,1553,3.00,11.00,1604,1803,3.00,1825,1806,-19.00,0.00,,0.00,1739.00
2015-01-01,AA,19805,AA,102,12173,1217302,32134,HNL,11298,1129803,30194,DFW,1920,2356,276.00,17.00,0013,1110,11.00,0645,1121,276.00,0.00,,0.00,3784.00
2015-01-01,AA,19805,AA,103,11298,1129803,30194,DFW,13495,1349503,33495,MSY,1410,1433,23.00,13.00,1446,1548,5.00,1530,1553,23.00,0.00,,0.00,447.00
2015-01-01,AA,19805,AA,103,13495,1349503,33495,MSY,11298,1129803,30194,DFW,1610,1624,14.00,8.00,1632,1746,9.00,1750,1755,5.00,0.00,,0.00,447.00
2015-01-01,AA,19805,AA,110,14908,1490803,32575,SNA,13930,1393003,30977,ORD,0805,0801,-4.00,7.00,0808,1322,10.00,1355,1332,-23.00,0.00,,0.00,1726.00
2015-01-01,AA,19805,AA,111,13930,1393003,30977,ORD,14908,1490803,32575,SNA,1720,1719,-1.00,11.00,1730,1912,4.00,1940,1916,-24.00,0.00,,0.00,1726.00
